Longitude,Latitude,id,@id,bus,highway,name,public_transport,wheelchair,amenity,parking,opening_hours,wheelchair:description,internet_access,tourism,atm,website,cuisine,phone,old_name,service,charge,name:de,name:ru,name:zh,contact:phone,takeaway,brewery,contact:email,contact:fax,contact:website,diet:vegetarian,survey:date,email,fax,name:en,light_rail,ref_name,healthcare,diet:vegan
11.6169316,48.1309578,node/1147513972,node/1147513972,,,Optik Jürgen Weiß,,limited,,,Mo-Fr 09:00-18:00; Sa 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6379324,48.1721684,node/329300319,node/329300319,,,Orterer Getränkemarkt,,limited,,,Mo-Fr 09:00-19:00; Sa 08:00-16:00,,,,,https://www.orterer.de/,,+49 89 9093 9670,,,,,,,,,,,,,,,,,,,,,
11.5793862,48.1666866,node/2329356550,node/2329356550,,,Orterer Getränkemarkt,,limited,,,Mo-Fr 08:00-19:00; Sa 08:00-14:00,,,,,https://www.orterer.de/,,+49 89 33 37 01,,,,,,,,,,,,,,,,,,,,,
11.5007476,48.1312963,node/3635144222,node/3635144222,,,Orterer Getränkemarkt,,limited,,,Mo-Fr 08:30-19:00; Sa 08:00-16:00,,,,,https://www.orterer.de/component/filialfinder/detail/89-orterer-getraenkemaerkte-gmbh?Itemid=331,,+49 89 568433,,,,,,,,,,,,,,,info@orterer.de,,,,,,
11.6025982,48.1291124,node/1336544182,node/1336544182,,,Ankaufstelle am Ostbahnhof,,limited,,,Mo-Sa 10:00-13:00,,,,,,,+49 89 4487595,,,,,,,,,,,,,,,,,,,,,
11.5919606,48.1094591,node/279458706,node/279458706,,,PENNY,,limited,,,Mo-Sa 07:30-20:00; PH off,,,,,https://www.penny.de/,,,,,,,,,,,,,,,,,,,,,,,
11.5487838,48.1211575,node/303071631,node/303071631,,,PENNY,,limited,,,Mo-Sa 07:00-20:00,,,,,https://www.penny.de/,,,,,,,,,,,,,,,,,kontakt@penny.de,,,,,,
11.5285526,48.1519191,node/693584433,node/693584433,,,Hasi Hasenkopf,,limited,,,"Mo-Fr 10:00-18:00; Sa 08:00-16:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5267492,48.1515886,node/5457663575,node/5457663575,,,dogsLounge,,limited,,,,,,,,https://www.dogslounge-muenchen.de/,,+49 89 2032 2317,,,,,,,,,,,,,,,info@dogslounge-muenchen.de,,,,,,
11.562581,48.1559887,node/1349087664,node/1349087664,,,Georg Götz,,limited,,,"Mo off; Tu,We,Fr 08:00-18:00; Th 08:00-19:00; PH off",,,,,,,,,,,,,,+49 89 183481,,,,,,,,,,,,,,
11.4784747,48.1151714,node/637376606,node/637376606,,,REWE Getränkemarkt,,limited,,,Mo-Sa 07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5616423,48.1399082,node/1166953324,node/1166953324,,,REWE City,,limited,,,Mo-Sa 06:00-20:00,,,,,https://www.rewe.de,,,,,,,,,,,,,,,,,,,,,,,
11.5211903,48.1814637,node/3703528096,node/3703528096,,,Modellbahnprofis,,limited,,,"Tu-Th 10:00-13:00,15:00-18:00; Sep-Jun Mo 15:00-18:00; Dec-Jan Fr 10:00-18:00; Dec Sa 10:00-14:00; PH off",,,,,https://www.modellbahnprofis.de,,+49 89 1403031,,,,,,,,,,,,,,,,,,,,,
11.5250089,48.1162497,node/1314356373,node/1314356373,,,Kopierfix,,limited,,,"Mo-Fr 09:00-12:00,14:00-18:00",,,,,http://www.kopierfix.de/,,+49 89 7437 1010,,,,,,,,,,,,,,,info@kopierfix.de,+49 89 7437 1020,,,,,
11.5347369,48.152205,node/6387278065,node/6387278065,,,Martha Mayer,,limited,,,"Mo-Fr 10:00-18:30; Sa 10:00-13:00; Su,PH off",,,,,https://martha-mayer.de/,,+49 89 1306940,,,,,,,,,,,,,,,info@martha-mayer.de,+49 89 13069413,,,,,
11.5855465,48.1413517,node/291103863,node/291103863,,,Butchery Lehel,,limited,,,Mo-Fr 08:30-18:30; Sa 08:00-14:30,,,,,https://www.butchery-lehel.de/,,+49 89 122 547 70,,,,,,,,,,,,,,,,,,,,,
11.5682498,48.1620316,node/973833093,node/973833093,,,Buchhandlung am Hohenzollernplatz,,limited,,,Mo-Fr 10:00-18:30; Sa 10:00-14:00,,,,,,,,,,,,,,,,,,,,,,ruthcyranka@gmail.com,,,,,,
11.563042,48.2069901,node/6875391975,node/6875391975,,,Hoffriseur,,limited,,,Tu-Fr 09:00-18:00; Sa 08:00-12:00,,,,,,,+49 89 3131402,,,,,,,,,,,,,,,,,,,,,
11.5178444,48.1187879,node/1488821792,node/1488821792,,,Friseur Salon Andela,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.534868,48.1521535,node/6387278064,node/6387278064,,,Sanitätshaus Danzeisen,,limited,,,"Mo-Fr 09:00-13:00,14:00-18:00; Sa,Su,PH off",,,,,http://www.danzeisen.com/,,+49 89 166356,,,,,,,,,,,,,,,,,,,,,
11.5997228,48.1012393,node/1434750186,node/1434750186,,,Kometer Grabmale,,limited,,,Mar-Oct Mo-Th 08:30-17:30; Fr 08:30-15:00; Nov-Feb Mo-Th 08:30-16:00; PH off,,,,,https://kometer-grabmale.de,,+49 89 51 46 2110,,,,,,,,,,,,,,,,,,,,,
11.5744437,48.1376473,node/3055741935,node/3055741935,,,Schleicher & Hebbel Hörsysteme,,limited,,,,,,,,,,,,,,,,,+49 89 291 30 47,,,,+49 89 291 30 46,https://www.schleicher-hoersysteme.de/,,,,,,,,,
11.6566846,48.166191,node/341381734,node/341381734,,,Schreibi,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5778516,48.1625826,node/2502905396,node/2502905396,,,Munich Rooms,,limited,,,,,wlan,hotel,,https://www.mucrooms.de/,,+49 89 388 32 510,,,,,,,,,,,,,,,hello@mucrooms.de,+49 89 388 32 511,,,,,
11.6005082,48.1766571,node/1487431360,node/1487431360,,,Selcuk Sönmez Haardesign,,limited,,,Tu-Fr 10:00-20:00; Sa 09:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5246917,48.1513619,node/6386823739,node/6386823739,,,Lan Long Wu Shu Xue Yuan,,limited,,,"Mo 16:30-19:30; Tu,Th 16:30-21:00; We 16:30-20:30; Fr 18:00-20:30; Sa 12:00-15:30; Su,PH off",,,,,https://www.kampfsport-muenchen.de/,,+49 89 165883,,,,,,,,,,,,,,,info@kampfsport-muenchen.de,+49 171 6942182,,,,,
11.5779569,48.1471618,node/6436947614,node/6436947614,,,Schmuck-Atlier Sibylle Kreutz,,limited,,,"Tu-Fr 11:00-13:00, 14:00-18:30; Sa[1],Sa[3] 10:00-13:00; Su,Mo,PH off",,,,,,,,,,,,,,+49 89 287 87708,,,info@schmuck-sibyllekreutz.de,,http://www.schmuck-sibyllekreutz.de/,,,,,,,,,
11.5851419,48.1183406,node/5611539402,node/5611539402,,,Dein Copyshop,,limited,,,Mo-Fr 10:00-20:00; Sa 10:00-16:00,,,,,https://www.dein-copyshop.de,,+49 89 62030983,,,,,,,,,,,,,,,kontakt@slms.de,+49 89 62030987,,,,,
11.5220716,48.0980068,node/764716397,node/764716397,,,A24 Autowerkstatt,,limited,,,Mo-Th 07:30-17:00; Fr 07:30-14:00,"Kundenannahme mit mehreren Treppenstufen, Werkstatt natürlich ebenerdig",,,,https://www.a24.de/,,+49 89 24244 0,,,,,,,,,,,,,,,,,,,,,
11.5177743,48.1186159,node/4198239790,node/4198239790,,,SPORTL.I.C.H.,,limited,,,"Mo-Fr 10:00-19:00; Sa 10:00-16:00; Su,PH off",1 Stufe kl Laden sehr nett!,,,,https://www.sport-lich.de/,,,,,,,,,+49 89 12282272,,,,,,,,,,,,,,
11.5349945,48.1338067,node/1880742594,node/1880742594,,,3. Dimension,,limited,,,"Mo closed; Tu-Fr 13:00-19:00; Sa 10:00-15:00 || ""nach Vereinbarung""",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5095812,48.1808629,node/1840387235,node/1840387235,,,Steuerberaterin Swantje Dera,,limited,,,"Mo-Th 08:00-18:00 open ""Termine nach Vereinbarung""; Fr 08:00-16:00 open ""Termine nach Vereinbarung""; Sa,Su,PH off",,,,,,,,,,,,,,+49 89 158 92117,,,info@steuerberaterin-dera.de,+49 89 158 92119,https://steuerkanzlei-dera.jimdo.com/,,,,,,,,,
11.5147513,48.1795797,node/4987058804,node/4987058804,,,KEYPOYNT MOOSACH Schuh & Schlüsselwerkstätte,,limited,,,"Mo-Fr 09:00-18:00; Th 11:00-19:00; Sa 09:00-13:00; Su,PH off",,,,,,,,,,,,,,+49 89 237 86328,,,keypoyntmoosach@hotmail.com,,https://keypoyntmoosach.de/,,,,,,,,,
11.5655284,48.1549242,node/6387618526,node/6387618526,,,T. Schmidbauer,,limited,,,"Mo,We 09:00-15:00; Tu,Th 09:00-13:00,15:00-18:00; Fr 09:00-12:00; Sa,Su,PH off",,,,,https://vertretung.allianz.de/schmidbauer.agentur/,,+49 89 3511010,,,,,,,,,,,,,,,,+49 89 3510860,,,,,
11.5373221,48.1370049,node/5474238478,node/5474238478,,,Thomas Weicker,,limited,,,"""nach Vereinbarung""",,,,,,,491727723012,,,,,,,,,,,,,,,thomas@weiker.de,,,,,,
11.527965,48.081285,node/722338120,node/722338120,,,Reformhaus Sander,,limited,,,"Mo-Fr 09:00-18:00, Sa 09:00-13:00",,,,,,,,,,,,,,+49 89 794253,,,,,,,,,,,,,,
11.6146803,48.1209341,node/271136071,node/271136071,,,Traublinger,,limited,,,Mo-Fr 06:30-18:00; Sa 06:30-12:00; Su 08:00-11:00,,,,,,,+49 89 498558,,,,,,,,,,,,https://www.traublinger.de/filialen/,,,,,,,,,
11.6134703,48.1245689,node/1856694587,node/1856694587,,,Traublinger,,limited,,,Mo-Fr 06:30-18:00; Sa 06:30-12:00,,,,,,,+49 89 406269,,,,,,,,,,,,,,,,,,,,,
11.6247829,48.1026298,node/311147433,node/311147433,,,TÜV Süd,,limited,,,"Mo-Fr 07:30-12:45,13:30-17:00; Sa 08:00-13:00",,,,,https://www.tuev-sued.de,,+49 89 67908056,,,,,,,,,,,,,,,uha-uh2@tuev-sued.de,,,,,,
11.5637798,48.1338386,node/1813651773,node/1813651773,,,Backs Bio,,limited,,,Mo-Th 09:00-16:30,,wlan,,,http://www.backs-bio.de/,,,,,,,,,,,,,,,,,,,,,,,
11.4782807,48.0875156,node/1700604651,node/1700604651,,,Design Änderungsschneiderei,,limited,,,"Mo-Fr 09:00-18:00; Sa 09:00-13:00; Su,PH off",,,,,https://designaenderungsschneiderei.business.site/,,+49 174 3109740,,,,,,,,,,,,,,,,,,,,,
11.5854375,48.1568432,node/2516289494,node/2516289494,,,"Ref. VII.7 (Finanzreferat, Zahlstelle), UnterrichtsMitschau",,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5481355,48.1108433,node/2379146850,node/2379146850,,,Saundarya,,limited,,,"""nach Vereinbarung""",,,,,https://www.kosmetik-pure.de/,,498917105678,,,,,,,,,,,,,,,,,,,,,
11.5405382,48.1617086,node/694577661,node/694577661,,,Vinzenzmurr,,limited,,,"Mo-Fr 08:30-18:00, Sa 07:30-13:30",,,,,https://vinzenzmurr.de/metzgerei/muenchen-neuhausen-4/,,,,,,,,,,,,,,,,,,,,,,,
11.5766945,48.1499177,node/390269907,node/390269907,,,Vinzenzmurr,,limited,,,Mo-Fr 09:00-19:00; Sa 08:30-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5110186,48.1804819,node/4950926228,node/4950926228,,,Vinzenzmurr,,limited,,,"Mo-Fr 08:30-18:00; Sa 07:30-13:30; PH,Su off",,,,,,,,,,,,,,+49 89 149 5667,,,,,https://vinzenzmurr.de/,,,,,,,,,
11.5748113,48.1353926,node/703392472,node/703392472,,,VITALIA Reformhaus,,limited,,,Mo-Sa 08:00-20:00,,,,,,,+49 89 2603145,,,,,,,,,,,,https://www.vitalia-reformhaus.de/,,,,,,,,,
11.5418504,48.1347644,node/1834209751,node/1834209751,,,VollCorner Bio,,limited,,,Mo-Fr 09:00-20:00; Sa 08:00-20:00,,,,,https://www.vollcorner.de/,,,,,,,,,,,,,,,,,,,,,,,
11.5441185,48.1595091,node/606975015,node/606975015,,,VollCorner Bio,,limited,,,Mo-Sa 08:00-20:00,"1 Stufe Eingang Kasse gegü für Hilfe, aktuell (2016-06) mit Metal-Rampe",,,,,,,,,,,,,+49 89 12738480,,,info@vollcorner.de,,https://www.vollcorner.de/,,2022/03/24,,,,,,,
11.5702017,48.1353368,node/5509170822,node/5509170822,,,texxt,,limited,,,Mo-Sa 10:00-20:00,,,,,https://www.texxt.net/,,+49 89 26949503,,,,,,,,,,,,,,,texxt@web.de,,,,,,
11.629434,48.1129737,node/369504332,node/369504332,,,Staudinger's Blumen,,limited,,,"Mo-Sa 09:00-13:00; Mo,Tu,Th,Fr 13:00-18:00; Su,PH off",,,,,,,,,,,,,,+49 89 496419,,,info@blumen-staudinger.de,,http://blumen-staudinger.de,,,,,,,,,
11.5860868,48.1549751,node/1785818215,node/1785818215,,,Winni Baader Frisöre,,limited,,,"PH,Su,Mo off",hohe Stufen,,,,,,+49 89 396532,,,,,,,,,,,,,,,,,,,,,
11.518762,48.1403966,node/6386823747,node/6386823747,,,Rauch GmbH,,limited,,,Mo-Fr 08:00-17:00,,,,,https://www.rauchgmbh.de/,,49895794900,,,,,,,,,,,,,,,info@rauchgmbh.de,4989572670,,,,,
11.5748579,48.1370851,node/3778727439,node/3778727439,,,Wormland,,limited,,,Mo-Sa 10:00-19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5457478,48.1905857,node/2850582453,node/2850582453,,,AUTO C.S.H.Z. ÇELIK,,limited,,,Mo-Fr 08:00-18:00; Sa 08:00-15:00,,,,,http://autocelik.de/,,+49 89 - 357 47325,,,,,,,,,,,,,,,,,,,,,
11.6070989,48.1272061,node/1289816985,node/1289816985,yes,,Ostbahnhof Friedenstraße,stop_position,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.641905,48.1219736,node/898181939,node/898181939,yes,,St.-Veit-Straße,stop_position,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6422363,48.1223044,node/3779266433,node/3779266433,yes,,St.-Veit-Straße,stop_position,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5194072,48.0945054,node/4727936974,node/4727936974,,,111 PREMIUM SONNENSTUDIO,,limited,,,Mo-Fr 08:00-22:00; Sa 09:00-22:00; So 09:00-21:00,,,,,https://www.sonnenstudio111.de/,,+49 89 7849957,,,,,,,,,,,,,,,,,,,,,
11.5697622,48.1289331,node/2335134111,node/2335134111,,,7. Himmel,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5733599,48.1514573,node/1573738313,node/1573738313,,,A. Bichler,,limited,,,"Mo-Fr 07:30-13:00,15:30-18:00; Sa 07:30-12:30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4948971,48.1441676,node/3706153717,node/3706153717,,,A&O Hostel,,limited,,,,,wlan,hostel,,https://www.aohostels.com/de/muenchen/muenchen-laim/,,+49 89 24411083200,,,,,,,,,,,,,,,,,,,,,
11.6134427,48.1210115,node/3737943629,node/3737943629,,,ABBA's Zweitbuch,,limited,,,"Tu-Fr 10:00-18:00; Mo,Sa,Su,PH off",,,,,,,,,,,,,,+49 89 49053320,,,buchbuero@abba-zweitbuch.de,,http://www.abba-zweitbuch.de/abba/gartenf.htm,,,,,,,,,
11.5107767,48.1385791,node/7375310977,node/7375310977,,,Äbderungsatelier,,limited,,,"Mo-Fr 08:30-12:00,14:00-18:30; Sa 08:30-12:00; PH,Su closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5758716,48.1331001,node/3143516975,node/3143516975,,,abovo GmbH,,limited,,,Mo-Fr 10:30-19:00; Sa 11:00-18:00,,,,,https://www.abovohome.com/,,+49 89 26 01 80 00,,,,,,,,,,,,,,,,,,,,,
11.5746599,48.1349708,node/7685434961,node/7685434961,,,Adenauer & Co Strandhaus,,limited,,,"Mo-Sa 10:00-19:00; ""Sonntag ist Strandtag""",,,,,https://www.adenauer.com/,,,,,,,,,,,,,,,,,,,,,,,
11.5767877,48.1363735,node/648549135,node/648549135,,,Adrian Klobeck,,limited,,,Mo-Fr 07:00-18:30; Sa 07:00-16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6400209,48.0881194,node/1014271520,node/1014271520,,,Aigner Touristik,,limited,,,Mo-Fr 09:00-18:00; Sa 09:30-12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5471133,48.1198016,node/2439713409,node/2439713409,,,Aikido Dojo München e.V.,,limited,,,,,,,,http://aikido-dojo-muenchen.de/,,,,,,,,,,,,,,,,,,,,,,,
11.5890447,48.2046499,node/5666564641,node/5666564641,,,AirHop,,limited,,,"Mo-Th 12:00-21:00; Fr 12:00-22:00; Sa 10:00-22:00; Su,PH,SH 10:00-21:00","Stufen vor dem Eingang, es gibt aber einen Plattformaufzug, das Personal hilft. Behindertentoilette vorhanden. Um zu den Trampolinen zu kommen gibt es einen weiteren Plattformaufzug. Foampit etc. und Kaffee-Bereich sind nur über eine Treppe zugänglich.",,,,https://www.airhoppark.de/muenchen,,,,,,,,,,,,,,,,,,,,,,,
11.4965975,48.1787952,node/333791001,node/333791001,,,AJ's Health and Fitness,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5771794,48.139075,node/2285922404,node/2285922404,,,Akris,,limited,,,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.560694,48.1375039,node/1644987379,node/1644987379,,,Al Raneen,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6262211,48.1974908,node/224263518,node/224263518,,,ALDI Süd,,limited,,,"Mo-Sa 08:00-20:00; Su,PH off",,,,,,,,,,,,,,,,,,,https://www.aldi-sued.de/,,,,,,,,,
11.6588999,48.0982912,node/331149060,node/331149060,,,ALDI Süd,,limited,,,"Mo-Sa 08:00-20:00; Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5748491,48.1389885,node/2498525086,node/2498525086,,,alexander2,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5829085,48.1334523,node/703979510,node/703979510,,,Alfa Reinigung,,limited,,,"Mo-Fr 07:00-19:00, Sa 08:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5791577,48.1516219,node/1813640457,node/1813640457,,,alibaba,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4626998,48.1425718,node/1425386508,node/1425386508,,,Alman Saleem,,limited,,,Mo 07:30-12:00; Tu-Fr 07:30-18:00; Sa 07:30-12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5760392,48.1308164,node/4945999000,node/4945999000,,,Almstadl,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5354504,48.1343912,node/1692382814,node/1692382814,,,Almut Foos Friseurmeisterin,,limited,,,Tu-Fr 09:30-20:00; Sa 09:00-14:00,,,,,https://www.almut-foos.de,,,,,,,,,,,,,,,,,,,,,,,
11.5813175,48.1355427,node/2401521399,node/2401521399,,,Almwelt,,limited,,,Mo-Sa 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5696579,48.1295186,node/1813648594,node/1813648594,,,Alof,,limited,,,Mo-Su 07:00-19:00,,,,,,,+49 89 37955694,,,,,,,,,,,,,,,stingl@alofstingl.de,,,,,,
11.5621902,48.1382301,node/583897535,node/583897535,,,Alpen Hotel,,limited,,,,,,hotel,,http://www.alpenhotel-muenchen.de/,,+49-89-55933-0,,,,,,,,,,,,,,,,,,,,,
11.5685811,48.13348,node/746746515,node/746746515,,,Am Sendlinger Tor,,limited,,,,,,hotel,,,,,,,,,,,,,,,,,,,,,,,,,
11.5608805,48.1381846,node/417004538,node/417004538,,,Ambiente,,limited,,,,,wlan,hotel,,,,,,,,,,,+49 89 545170,,,,+49 89 54517200,https://www.hotel-ambiente-muenchen.de/,,,,,,,,,
11.5945248,48.1295724,node/266698154,node/266698154,,,Änderungsatelier,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.578152,48.1119251,node/3927496833,node/3927496833,,,Änderungschneiderei Sofia,,limited,,,"PH,Mo-Su 06:00-23:00",,,,,,,+49 157 32523915,,,,,,,,,,,,,,,,,,,,,
11.5135504,48.0760824,node/6404640004,node/6404640004,,,Änderungsschneiderei Strack,,limited,,,"Mo,Th,Fr 15:00-18:00; Sa 11:00-13:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5998211,48.1804579,node/2551816590,node/2551816590,,,Angela Gschwendtner,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.545782,48.196959,node/6639884950,node/6639884950,,,Annabells Löwenzahn,,limited,,,Mo-Tu 09:00-19:00; Th-Fr 10:00-19:00; Sa 09:00-16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5773091,48.1488155,node/6391813738,node/6391813738,,,Antiquariat Müller,,limited,,,"Mo 14:30-19:00; Tu-Fr 12:00-19:00; Sa,Su,PH off",,,,,,,,,,,,,,+49 89 570 86573,,,antiquariat.mueller@aol.com,,,,,,,,,,,
11.5763955,48.1529311,node/3050525298,node/3050525298,,,antiquaten,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5976097,48.1352842,node/1350027988,node/1350027988,,,Apollo-Optik,,limited,,,,,,,,,,,,,,,,,+49 89 39294701,,,,,,,,,,,,,,
11.5846512,48.1415272,node/5069667678,node/5069667678,,,AR Interior Design,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6204667,48.1516222,node/312395109,node/312395109,,,Arabella Buchhandlung,,limited,,,Mo-Fr 10:00-18:00; Sa 10:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5682528,48.1344045,node/701372386,node/701372386,,,Arcadia,,limited,,,Mo-Fr 10:00-19:00; Sa 10:00-18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5631524,48.1867741,node/5405258631,node/5405258631,,,Arisma Hair Studio,,limited,,,Sa 09:00-18:00; Mo-Fr 09:00-19:00,,,,,,,,,,,,,,+49 89 35656730,,,,,,,,,,,,,,
11.588588,48.1414808,node/292168586,node/292168586,,,Art of Hair,,limited,,,,,,,,,,+49 89 299200,,,,,,,,,,,,,,,,,,,,,
11.5770537,48.1311005,node/1717779804,node/1717779804,,,art:ig,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5772255,48.1470017,node/6386765714,node/6386765714,,,Artdepot Asia Lifestyle China Culture,,limited,,,Mo-Fr 15:00-18:00; PH off,,,,,,,,,,,,,,+49 89 461 38888,,,,,,,,,,,,,,
11.5480618,48.1119766,node/2335408221,node/2335408221,,,Arte Vini,,limited,,,,eine kleine Stufe,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5696492,48.1294187,node/2335104072,node/2335104072,,,Artefakt,,limited,,,Tu-Fr 11:00-18:30; Sa 11:00-15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.580973,48.1376809,node/3698778629,node/3698778629,,,Artfundus,,limited,,,Mo-Fr 10:00-19:00; Sa 10:00-16:00,,,,,,,,,,,,,,+49 89 2605548,,,info@artfundus.com,,https://www.artfundus.com/,,,,,,,,,
11.6286919,48.1635262,node/9366939936,node/9366939936,,,Asja Vogel Nagel- und Fußpflege,,limited,,,"Tu,We,Sa 08:00-20:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5561751,48.1373341,node/4535177086,node/4535177086,,,Atlas Residence,,limited,,,,,wlan,hotel,,,,,,,,,,,,,,,,,,,,,,,,,
11.5912211,48.1402187,node/291364484,node/291364484,,,Augenoptiker Augenstern,,limited,,,,,,,,http://www.augenstern-optik.de,,+49 89 21329865,,,,,,,,,,,,,,,,,,,,,
11.5305673,48.102836,node/762267903,node/762267903,,,Auguste Cesar,,limited,,,"Mo-Fr 08:00-18:00, Sa 08:00-13:00",,,,,https://www.auguste-cesar.de/,,4989783887,,,,,,,,,,,,,,,,,,,,,
11.6787324,48.1400446,node/108292341,node/108292341,,,Aumüller,,limited,,,,,,,,https://www.max-aumueller.de/,,+49 89 943618,,,,,,,,,,,,,,,,,,,,,
11.4662197,48.1778342,node/2985436021,node/2985436021,,,Auto Kostinek,,limited,,,,,,,,https://www.auto-kostinek.de/,,,,,,,,,,,,,,,,,,,,,,,
11.5620836,48.1052121,node/1781595660,node/1781595660,,,auto reparatur Michael Lustig,,limited,,,"Mo-Th 08:00-12:00,13:00-18:00; Fr 08:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5908397,48.1407585,node/4632181453,node/4632181453,,,Aylin's Kiosk,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.503378,48.1368092,node/3030755511,node/3030755511,,,B&L Hairstyling,,limited,,,Mo-Fr 09:00-20:00,,,,,https://www.hairstyling-beni-leo.de,,,,,,,,,,,,,,,,,,,,,,,
11.5660264,48.1566724,node/1348248047,node/1348248047,,,B&Q Hair Design,,limited,,,Tu-Fr 10:00-20:00; Sa 09:00-16:00,,,,,,,,,,,,,,+49 89 60039940,,,,,,,,,,,,,,
11.5594792,48.1447425,node/1785750150,node/1785750150,,,Babylon,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5801685,48.1350909,node/2493656053,node/2493656053,,,Bachmeier Feinkost,,limited,,,Mo-Sa 11:30-01:00,,,,,,,,L´Atelier Art & Vin,,,,,,,,,,,,,,,,,,,,
11.5646262,48.1676716,node/563705549,node/563705549,,,Back Power,,limited,,,"Mo-Fr 06:00-19:00; Sa,Su 07:00-17:00; PH 07:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5082877,48.1807564,node/1840355374,node/1840355374,,,BackEcke,,limited,,,"Mo,We,Th 07:30-17:30; Fr 07:30-16:00; Sa 07:30-12:00; Tu,Su,PH off",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5800902,48.1628987,node/452642227,node/452642227,,,Bäcker Tiro,,limited,,,Mo-Sa 07:00-18:00; Su 08:00-10:00,Stufe. Hinweis: Straßenbereich erreichbar,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5833263,48.1339732,node/312868614,node/312868614,,,Bäckerei - Konditorei Ziegler,,limited,,,Mo-Sa 06:00-14:00,,,,,https://www.baeckerei-ziegler.de/,,+49 89 223355,,,,,,,,,,,,,,,zentrale@baeckerei-ziegler.de,,,,,,
11.5714269,48.1209169,node/1252222369,node/1252222369,,,Bäckerei & Konditorei Riedmair,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5213139,48.0936501,node/1262348201,node/1262348201,,,Bäckerei Eichinger,,limited,,,"Mo-Fr 06:00-14:00,15:00-18:00; Sa 06:00-12:00; Su 08:00-11:00; PH closed",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.577364,48.1526826,node/2216730156,node/2216730156,,,Bäckerei Huber,,limited,,,Mo-Fr 06:30-18:00; Sa 07:30-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.4230746,48.1515131,node/297885162,node/297885162,,,Bäckerei Mayer,,limited,,,Mo off; Tu-Fr 06:00-18:00; Sa 06:00-12:00,,,,,https://www.baeckerei-mayer-muenchen.de/,,+49 89 876043,,,,,,,,,,,,,,,,+49 89 8713877,,,,,
