_id,ADDRESS.ID,ADDRESS.Organisation,ADDRESS.Organisationsbereich,ADDRESS.Bezeichnung,ADDRESS.Strasse,ADDRESS.Hausnummer,ADDRESS.Postleitzahl,ADDRESS.Ort,ADDRESS.c/o (Postanschrift),ADDRESS.Strasse (Postanschrift),ADDRESS.Hausnummer (Postanschrift),ADDRESS.Postfach (Postanschrift),ADDRESS.Postleitzahl (Postanschrift),ADDRESS.Ort (Postanschrift),ADDRESS.Lat,ADDRESS.Lon,SERVICE.ID,ADDRESS.Telefon,ADDRESS.Fax,ADDRESS.Mobilnummer,ADDRESS.E-Mail,ADDRESS.Homepage,ADDRESS.Offnungszeiten (Text),ADDRESS.Erreichbarkeit,ADDRESS.Kfz-Parkplatze fur Behinderte,ADDRESS.Hilfen fur Gehbehinderte,ADDRESS.Hilfen fur Sehbehinderte,ADDRESS.Hilfen fur gehorlose und schwerhorige Menschen,ADDRESS.Barrierefreiheit (Anmerkung),SERVICE.Bezeichnung,SERVICE.Anzeigename,SERVICE.Beschreibung,SERVICE.Kurzbeschreibung,Schlagworte,Dokumente & Links,Angebot
75,10288047,,,"Behindertenparkplatz ""Garmischer Straße 223""",,,,,,,,,,,48.11743478295507,11.517158746728379,10288048,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,U-Bahnhof Westpark - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
76,10288049,,,"Behindertenparkplatz ""Zechstraße 10 a Seite: Neuhofener Platz""",,,,,,,,,,,48.1073828312574,11.537125110631603,10288050,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,S-Bahnhof Mittersendling - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
77,10288051,,,"Behindertenparkplatz ""Baubergerstraße 65""",,,,,,,,,,,48.175056282018446,11.503549218189361,10288052,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Mehrere Kindereinrichtungen und Pfennigparade - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 07.00-17.00 Uhr,&nbsp; bis 1/2 Stunde",,,,
78,10288053,,,"Behindertenparkplatz ""Siegenburger Straße 105""",,,,,,,,,,,48.128832853069184,11.519513726243034,10288054,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
79,10288055,,,"Behindertenparkplatz "" Schillerstraße 36""",,,,,,,,,,,48.135825138926755,11.56082510948445,10288056,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
80,10288057,,,"Behindertenparkplatz ""Landsberger Straße 115""",,,,,,,,,,,48.13994738458386,11.532538533216798,10288058,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Mehrere Arztpraxen - Anzahl: 1 -&nbsp, zeitliche Einschränkung:&nbsp, Mo-Fr werktags 08.00 bis 19.00 Uhr,,
81,10288059,,,"Behindertenparkplatz ""Emil-Geis-Straße 35""",,,,,,,,,,,48.10104584993855,11.544184684759188,10288060,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,ASZ Thalkirchen - Anzahl: 2 - zeitliche Einschränkung: 08.00-21.00 Uhr,,,,
82,10320898,,,"Behindertenparkplatz ""Erika-Mann-Straße 68""",,,,,,,,,,,48.143645785215845,11.53569005825253,10320899,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Erika-Mann-Straße 68""","Behindertenparkplatz ""Erika-Mann-Straße 68""",Lebensmittelgeschäfte - Anzahl: 3 - ohne zeitliche Einschränkung,,,,
83,10320900,,,"Behindertenparkplatz ""Maxburgstraße 7""",,,,,,,,,,,48.14003199317715,11.568750445833125,10320901,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Maxburgstraße 7""","Behindertenparkplatz ""Maxburgstraße 7""",Allgemeiner Bedarf - Anzahl: 4 - zeitliche Einschränkung: keine,,,,
84,10320909,,,"Behindertenparkplatz ""Haager Straße 4""",,,,,,,,,,,48.127085426772666,11.607513204943416,10320910,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Haager Straße 4""","Behindertenparkplatz ""Haager Straße 4""",Autohaus - Anzahl: 4 - zeitliche Einschränkung: keine,,,,
85,10320911,,,"Behindertenparkplatz ""Orleansplatz 6a""",,,,,,,,,,,48.128732442691614,11.60411939190845,10320912,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Orleansplatz 6a""","Behindertenparkplatz ""Orleansplatz 6a""","Ostbahnhof, Hotel, Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkungen: keine",,,,
86,10320913,,,"Behindertenparkplatz ""Ridlerstraße ggü. Heimeranplatz""",,,,,,,,,,,48.13326438751638,11.533425172533926,10320914,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Ridlerstraße ggü. Heimeranplatz""","Behindertenparkplatz ""Ridlerstraße ggü. Heimeranplatz""",Oberhalb Überführung Garmischer Straße - Anzahl: 4 - zeitliche Einschränkungen: keine,,,,
87,10320915,,,"Behindertenparkplatz ""Nymphenburger Straße 163""",,,,,,,,,,,48.15427825478107,11.532801866323974,10320916,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Nymphenburger Straße 163""","Behindertenparkplatz ""Nymphenburger Straße 163""",Rotkreuzklinikum München - Anzahl: 4 - zeitliche Einschränkung: keine,,,,
88,10320917,,,"Behindertenparkplatz ""Winthirstraße ggü. 2""",,,,,,,,,,,48.153173663636295,11.531951986141037,10320918,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Winthirstraße ggü. 2""","Behindertenparkplatz ""Winthirstraße ggü. 2""","Bank, Post - Anzahl: 4 - zeitliche Einschränkungen: keine",,,,
89,10320951,,,"Behindertenparkplatz ""Maximilianstraße 18""",,,,,,,,,,,48.141551776178396,11.571385864179987,10320952,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Maximilianstraße 18""","Behindertenparkplatz ""Maximilianstraße 18""",Maximiliansplatz - Anzahl: 2 - zeitliche Einschränkungen: keine,,,,
90,10320953,,,"Behindertenparkplatz ""Max-Joseph-Straße ggü. 2""",,,,,,,,,,,48.142478412618814,11.57067042736535,10320954,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Max-Joseph-Straße ggü. 2""","Behindertenparkplatz ""Max-Joseph-Straße ggü. 2""",IHK - Anzahl: 2 - zeitliche Einschränkungen: keine,,,,
91,10320989,,,"Behindertenparkplatz ""Hopfenstraße 4-8""",,,,,,,,,,,48.1426661314215,11.554205417636698,10320990,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Hopfenstraße 4-8""","Behindertenparkplatz ""Hopfenstraße 4-8""",Allgemeiner Bedarf - Anzahl: 3 - zeitliche Einschränkung: keine,,,,
92,10320991,,,"Behindertenparkplatz ""Mittererstraße""",,,,,,,,,,,48.13902150247348,11.557428918575688,10320992,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Mittererstraße""","Behindertenparkplatz ""Mittererstraße""",Allgemeiner Bedarf - Anzahl: 3 - zeitliche Einschränkung: keine,,,,
93,10320993,,,"Behindertenparkplatz ""Josephspitalstraße""","Behindertenparkplatz ""Josephspitalstraße"" in Höhe des Referates für Arbeit und Wirtschaft",,,,,,,,,,48.13650786178363,11.566954236588229,10320994,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Josephspitalstraße""","Behindertenparkplatz ""Josephspitalstraße""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
94,10320995,,,"Behindertenparkplatz ""Falckenbergstraße 2""",Münchner Kammerspiele,,,,,,,,,,48.13787640167752,11.581644088666664,10320996,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Falckenbergstraße 2""","Behindertenparkplatz ""Falckenbergstraße 2""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
95,10321018,,,"Behindertenparkplatz ""Hochstraße 10""",,,,,,,,,,,48.13020556540375,11.588979492967216,10321019,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Hochstraße 10""","Behindertenparkplatz ""Hochstraße 10""",Sudetendeutsches Museum - Anzahl: 2 - zeitliche Einschränkung: 9 bis 18 Uhr,,,,
96,10321020,,,"Behindertenparkplatz ""Nymphenburger Straße 43""",,,,,,,,,,,48.14894787255266,11.550809741022421,10321021,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Nymphenburger Straße 43""","Behindertenparkplatz ""Nymphenburger Straße 43""",Augenklinik - Anzahl: 3 - zeitliche Einschränkung: werktags Montag - Freitag von 9 bis 18 Uhr,,,,
97,10321022,,,"Behindertenparkplatz ""Oberbiberger Straße 8""",,,,,,,,,,,48.0970545575233,11.580822607813237,10321023,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Oberbiberger Straße 8""","Behindertenparkplatz ""Oberbiberger Straße 8""",Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
98,10321024,,,"Behindertenparkplatz ""Wittelsbacherplatz (Südseite)""",,,,,,,,,,,48.14298426593781,11.575937982722651,10321025,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Wittelsbacherplatz (Südseite)""","Behindertenparkplatz ""Wittelsbacherplatz (Südseite)""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
99,10321026,,,"Behindertenparkplatz ""Akademiestraße 1""",,,,,,,,,,,48.15228241507317,11.581579318372185,10321027,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Akademiestraße 1""","Behindertenparkplatz ""Akademiestraße 1""",Siegestor / Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
100,10321031,,,"Behindertenparkplatz ""Elisabethstraße 55""",,,,,,,,,,,48.15966805046555,11.563559550530945,10321032,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Elisabethstraße 55""","Behindertenparkplatz ""Elisabethstraße 55""","Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: werktags Montag bis Freitag von 8 bis 20 Uhr, Samstag von 9 bis 16 Uhr",,,,
101,10321033,,,"Behindertenparkplatz ""Rosenheimer Straße 172""",,,,,,,,,,,48.117859619711545,11.609441633069258,10321034,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Rosenheimer Straße 172""","Behindertenparkplatz ""Rosenheimer Straße 172""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
102,10321035,,,"Behindertenparkplatz ""Claudius-Keller-Straße ggü. 26""",,,,,,,,,,,48.11688191872041,11.605874295079566,10321036,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Claudius-Keller-Straße ggü. 26""","Behindertenparkplatz ""Claudius-Keller-Straße ggü. 26""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
103,10321037,,,"Behindertenparkplatz ""Dientzenhoferstraße 64""",,,,,,,,,,,48.20528635085668,11.577140015430908,10321038,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Dientzenhoferstraße 64""","Behindertenparkplatz ""Dientzenhoferstraße 64""",Arztpraxis - Anzahl: 1 - zeitliche Einschränkung: Montag bis Freitag von 8 bis 18 Uhr,,,,
104,10321039,,,"Behindertenparkplatz ""Rümannstraße 5""",,,,,,,,,,,48.175645293282244,11.574130006596766,10321040,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Rümannstraße 5""","Behindertenparkplatz ""Rümannstraße 5""","Apotheke / Post - Anzahl: 1 - zeitliche Einschränkung: werktags, Montag bis Freitag von 9 bis 18 Uhr, Samstag von 9 bis 13 Uhr",,,,
105,10321041,,,"Behindertenparkplatz ""Feilitzschstraße 19""",,,,,,,,,,,48.16103759457697,11.589933338430782,10321042,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Feilitzschstraße 19""","Behindertenparkplatz ""Feilitzschstraße 19""","Sanitätshaus - Anzahl: 1 - zeitliche Einschränkung: werktags, Montag bis Freitag von 9 bis 19 Uhr",,,,
106,10322557,,,"Behindertenparkplatz ""Baldurstraße ggü. 85""",,,,,,,,,,,48.1679684154636,11.517919723159338,10322558,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Baldurstraße ggü. 85""","Behindertenparkplatz ""Baldurstraße ggü. 85""",,,,,
107,10322559,,,"Behindertenparkplatz ""Garmischer Straße 2""",,,,,,,,,,,48.13367349236591,11.532860398298507,10322560,,,,,,,,Nein,Nein,Nein,Nein,,Sonstige Angebote,"Behindertenparkplatz ""Garmischer Straße 2""",,,,,
108,10327531,,,"Behindertenparkplatz ""Baaderstraße 59 - 61""",,,,,,,,,,,48.12849710131507,11.576299596013488,10327540,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Baaderstraße 59 - 61""","Behindertenparkplatz ""Baaderstraße 59 - 61""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
109,10327541,,,"Behindertenparkplatz ""Bauseweinallee 8""",,,,,,,,,,,48.16479166068491,11.477576373854589,10327542,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Bauseweinallee 8""","Behindertenparkplatz ""Bauseweinallee 8""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
110,10327543,,,"Behindertenparkplatz ""Bergsonstraße""",,,,,,,,,,,48.16432170430024,11.447259569368235,10327544,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Bergsonstraße""","Behindertenparkplatz ""Bergsonstraße""",Friedhof - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
111,10327545,,,"Behindertenparkplatz ""Claudius-Keller-Straße 66""",,,,,,,,,,,48.117834550687675,11.609269971692045,10327546,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Claudius-Keller-Straße 66""","Behindertenparkplatz ""Claudius-Keller-Straße 66""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
112,10327611,,,"Behindertenparkplatz ""Elsenheimerstraße 15""",,,,,,,,,,,48.13954703902351,11.51932946270613,10327612,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Elsenheimerstraße 15""","Behindertenparkplatz ""Elsenheimerstraße 15""",Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
113,10338466,,,"Behindertenparkplatz ""Rindermarkt 5""",,,,,,,,,,,48.13612433247667,11.574586289503182,10338468,,,,,,,,Nein,Nein,Nein,Nein,,Sonstige Angebote,"Behindertenparkplatz ""Rindermarkt 5""",<p>Allgemeiner Bedarf - Anzahl: 3 - zeitliche Einschränkung: keine</p><p>Hinweis:<br>Vom 1. Juni bis 4. August 2022 steht von Montag bis Freitag zwischen 6 und 10 Uhr nur ein Behindertenparkplatz zur Verfügung.</p>,,,,
114,10338469,,,"Behindertenparkplatz ""Rindermarkt vor Rosental 4""",,,,,,,,,,,48.13580723874445,11.573694348336433,10338470,,,,,,,,Nein,Nein,Nein,Nein,,Sonstige Angebote,"Behindertenparkplatz ""Rindermarkt vor Rosental 4""",<p>Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: keine</p>,,,,
115,10338471,,,"Behindertenparkplatz ""Rosental 5""",,,,,,,,,,,48.135351475473016,11.574406850903008,10338472,,,,,,,,Nein,Nein,Nein,Nein,,Sonstige Angebote,"Behindertenparkplatz ""Rosental 5""",<p>Allgemeiner Bedarf - Anzahl: 2 - zeitliche Einschränkung: keine</p>,,,,
116,10338488,,,"Behindertenparkplatz ""Möhlstraße 3""",,,,,,,,,,,48.142184750536224,11.599564771252291,10338489,,,,,,,,Nein,Nein,Nein,Nein,,Sonstige Angebote,"Behindertenparkplatz ""Möhlstraße 3""","<p>Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: werktags von Montag bis Freitag von 9 bis 16 Uhr, Höchstparkdauer 1 Stunde</p>",,,,
117,10338541,,,"Behindertenparkplatz ""Sankt-Koloman-Straße ggü. 10""",,,,,,,,,,,48.10188270961847,11.631177298641903,10338542,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Sankt-Koloman-Straße ggü. 10""","Behindertenparkplatz ""Sankt-Koloman-Straße ggü. 10""","<p>Allgemeiner Bedarf - Anzahl: 1 - zeitliche Einschränkung: 7 bis 21 Uhr, maximal 2 Stunden</p>",,,,
118,1064527,,,"Behindertenparkplatz ""Albert-Roßhaupter-Straße 2""",,,,,,,,,,,48.11698079072741,11.538800949876924,1064528,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Orthopädische Praxis - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 7.30-17.00 Uhr,,,,
119,1064529,,,"Behindertenparkplatz ""Albert-Roßhaupter-Straße 73""",,,,,,,,,,,48.11637841879779,11.526665130325892,1064530,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Ärztehaus - Anzahl: 2 - zeitliche Einschränkung: Mo-Fr werktags 8.00-18.00 Uhr,,,,
120,1064531,,,"Behindertenparkplatz ""Alexandrastraße 3""",,,,,,,,,,,48.14165482706939,11.590064598315113,1064532,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Staatsbehörden - Anzahl: 3 - zeitliche Einschränkung: Mo-Fr werktags 8.00-17.00 Uhr,,,,
121,1064533,,,"Behindertenparkplatz ""Altheimer Eck 2""",,,,,,,,,,,48.137412670423785,11.571066209663966,1064534,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Fußgängerzone, Sanitätshaus - Anzahl: 1 - zeitliche Einschränkung: keine",,,,
122,1064535,,,"Behindertenparkplatz ""Am Harras 2""",,,,,,,,,,,48.11645636203678,11.539221984216274,1064536,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Postamt - Anzahl: 1 - zeitliche Einschränkung: keine,,,,
123,1064537,,,"Behindertenparkplatz ""Am Isarkanal 30""",,,,,,,,,,,48.10275391359027,11.54919969926279,1064538,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Klinik Dr. Rinecker - Anzahl: 1 - zeitliche Einschränkung: bis 3 Stunden,,,,
124,1064539,,,"Behindertenparkplatz ""Am Isarkanal 36""",,,,,,,,,,,48.10228860934149,11.54865326079096,1064540,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Klinik Dr. Müller - Anzahl: 1 - zeitliche Einschränkung: bis 3 Stunden,,,,
125,1064541,,,"Behindertenparkplatz ""Am Mitterfeld 68""",,,,,,,,,,,48.13183842811386,11.679307706492326,1064542,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Friedhof Riem - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
126,1064545,,,"Behindertenparkplatz ""Am Schützeneck 8""",,,,,,,,,,,48.147898767255775,11.460895355286851,1064546,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Orthopädiefachgeschäft - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 9.00-18.00 Uhr Sa werktags 9.00-14.00 Uhr bis 1 Stunde,,,,
127,1064547,,,"Behindertenparkplatz ""Amalienstraße 87""",,,,,,,,,,,48.15145911826941,11.579268492642608,1064548,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>
Ludwig-Maximilians-Universität - Anzahl: 1 - zeitliche Einschränkung: keine</p>",,,,
128,1064549,,,"Behindertenparkplatz ""Anzinger Straße 1""",,,,,,,,,,,48.12109711438415,11.606008071649992,1064550,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>Arztpraxen, Apotheken - Anzahl: 2 - zeitliche Einschränkung: Mo-Fr werktags 8.00-18.00 Uhr</p><p><br></p><p>Hinweis:<br>Vom 30. Mai bis 7. Oktober 2022 wird&nbsp; der Behindertenparkplatz in die Rosenheimer Straße 145i verlegt.</p><p><span><!--EndFragment--></span></p>",,,,
129,1064551,,,"Behindertenparkplatz ""Anzinger Straße 40""",,,,,,,,,,,48.12080667021785,11.611687346143519,1064552,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"""Gaststätte """"Wilder Mann"""" - Anzahl: 2 - zeitliche Einschränkung: keine""",,,,
130,1064553,,,"Behindertenparkplatz ""Arcisstraße 21""",,,,,,,,,,,48.14877598193714,11.568707196612081,1064554,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Technische Universität - Anzahl: 2 - zeitliche Einschränkung: täglich 9.00-24.00 Uhr bis 2 Stunden,,,,
131,1064555,,,"Behindertenparkplatz ""Arnulfstraße 1a""",,,,,,,,,,,48.141099131346145,11.558948984296945,1064556,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>
Hauptbahnhof (Vorplatz Nord) - Anzahl: 2 - zeitliche Einschränkung: bis 1 Stunde</p>
",,,,
132,1064557,,,"Behindertenparkplatz ""Arnulfstraße 15""",,,,,,,,,,,48.14251124266029,11.553158845749508,1064558,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Spardabank - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 9.00-18.00 Uhr,,,,
133,1064559,,,"Behindertenparkplatz ""Arnulfstraße 22""",,,,,,,,,,,48.14198793435285,11.557375946384392,1064560,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Bayerischer Blindenbund - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 9.00-18.00 Uhr Sa 9.00-14.00 Uhr,,,,
134,1064563,,,"Behindertenparkplatz ""August-Exter-Straße 3""",,,,,,,,,,,48.15064743229618,11.462109751919463,1064564,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Bahnhof Pasing - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
135,1064565,,,"Behindertenparkplatz ""Bad-Schachener-Straße 2b""",,,,,,,,,,,48.120630237378855,11.614045924382344,1064566,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Arztpraxis, Stadtsparkasse - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 8.00-18.00 Uhr",,,,
136,1064567,,,"Behindertenparkplatz ""Bad-Schachener-Straße 35""",,,,,,,,,,,48.12057509071571,11.617733314582042,1064568,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,U-Bahnhof Innsbrucker Ring (Nordseite) - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
137,1064569,,,"Behindertenparkplatz ""Barlachstraße 24""",,,,,,,,,,,48.17754833493612,11.57546517651901,1064570,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>
Stiftung Pfennigparade - Anzahl: 2 - zeitliche Einschränkung: Mo-Sa werktags 6.00-23.00 Uhr bis 3 Stunden</p>
",,,,
138,1064573,,,"Behindertenparkplatz ""Baubergerstraße 16""",,,,,,,,,,,48.179556783442244,11.509457329063707,1064574,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Ärztehaus, Geschäfte - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 8.00-19.00 Uhr Sa 8.00-14.00 Uhr",,,,
139,1064575,,,"Behindertenparkplatz ""Baumkirchner Straße 22""",,,,,,,,,,,48.12904983226355,11.631043897491683,1064576,,,,,,,,Nein,Nein,Nein,Nein,,"Behindertenparkplatz ""Baumkirchner Straße 22""","Behindertenparkplatz ""Baumkirchner Straße 22""",Geschäfte (nördlich Kreillerstraße) - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 9.00-18.00 Uhr Sa werktags 9.00-14.00 Uhr,,,,
140,1064577,,,"Behindertenparkplatz ""Bayerstraße 10""",,,,,,,,,,,48.1394690122762,11.558344846443548,1064578,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Hauptbahnhof (südlicher Parkplatz) - Anzahl: 3 - zeitliche Einschränkung: bis 1 Stunde,,,,
141,1064579,,,"Behindertenparkplatz ""Bayerstraße 77a""",,,,,,,,,,,48.13903991330907,11.553188928754407,1064580,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Selbsthilfezentrum - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 10.00-22.00 Uhr,,,,
142,1064581,,,"Behindertenparkplatz ""Belgradstraße 115""",,,,,,,,,,,48.171496551718505,11.573229422863188,1064582,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>
U-Bahnhof Scheidplatz (Westseite) - Anzahl: 2 - zeitliche Einschränkung: keine</p>
",,,,
143,1064583,,,"Behindertenparkplatz ""Belgradstraße 7""",,,,,,,,,,,48.16112859658704,11.574814108596911,1064584,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>
Krankengymnastik - Anzahl: 2 - zeitliche Einschränkung: 9.00-23.00 Uhr</p>
",,,,
144,1064585,,,"Behindertenparkplatz ""Biedersteiner Straße 29""",,,,,,,,,,,48.164025769500924,11.593859037919765,1064586,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"<p>
Poliklinik - Anzahl: 3 - zeitliche Einschränkung: keine</p>
",,,,
145,1064587,,,"Behindertenparkplatz ""Blumenstraße 28b""",,,,,,,,,,,48.13209267040959,11.570750454429223,1064588,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,"Behörden, Stadtwerke - Anzahl: 2 - zeitliche Einschränkung: Mo-Fr 7.00-18.00 Uhr",,,,
146,1064589,,,"Behindertenparkplatz ""Blutenburgstraße 71""",,,,,,,,,,,48.15039955944033,11.537507470269729,1064590,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Wohnheim für Behinderte - Anzahl: 2 - zeitliche Einschränkung: keine,,,,
147,1064591,,,"Behindertenparkplatz ""Bonner Platz 1""",,,,,,,,,,,48.16714887496208,11.578273248509651,1064592,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,Arbeitsgemeinschaft Behinderte in den Medien - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 9.00-17.00 Uhr,,,,
148,1064593,,,"Behindertenparkplatz ""Brienner Straße 20""",,,,,,,,,,,48.14375013736521,11.572713352650885,1064594,,,,,,,,Nein,Nein,Nein,Nein,,Behindertenparkplatz,Behindertenparkplatz,BayernLB - Anzahl: 1 - zeitliche Einschränkung: Mo-Fr werktags 8.00-18.00 Uhr bis 1 Stunde,,,,
