,Latitude,Longitude,name,wheelchair,wheelchair:description,amenity,opening_hours,tourism,atm,website,cuisine
4308,48.1287279,11.604856,Bürgerbüro Orleansplatz,Fully Wheelchair Accessible,,Townhall,"Mo,We,Fr 07:30-12:00, Tu,Th 08:30-13:00,14:00-18:00",,,,
1333,48.185625,11.5622427,Bürgerbüro Riesenfeldstraße,Partially Wheelchair Accessible,,Townhall,"Mo,We,Fr 07:30-12:00,Tu 08:30-12:00,14:00-18:00,Th 08:30-15:00",,,,
10143,48.1390815,11.5600421,CA'D'ORO,Fully Wheelchair Accessible,,Restaurant,Mo-Su 10:00-01:30,,,https://www.cadoro.de/,Italian
286,48.1482688,11.5531612,CINEMA Filmtheater,Fully Wheelchair Accessible,WC etwas eng,Cinema,,,,https://cinema-muenchen.com/de/,
10379,48.1770142,11.5912181,CSU-Kantine,Fully Wheelchair Accessible,,Restaurant,Mo-Fr 11:30-13:45,,,,
4738,48.1362228,11.5626719,CVJM,Partially Wheelchair Accessible,,,,Hotel,,,
10225,48.1278153,11.5563376,Ca Go Pho,Fully Wheelchair Accessible,,Fast Food,"Mo-Fr 11:30-15:00,17:00-21:00, Su 17:00-21:00",,,https://www.cagopho.de/,Vietnamese
10182,48.1366464,11.5560746,Caesars Shisha Palace,Partially Wheelchair Accessible,,Cafe,Mo-Su 15:00-03:00,,,,
12620,48.2089764,11.5545207,Cafe Amadeus,Fully Wheelchair Accessible,,Cafe,Tu-Su 11:00-18:00,,,,Coffee_Shop
6749,48.1516224,11.5790267,Cafe Amalien,Fully Wheelchair Accessible,,Cafe,,,,,
7362,48.1406813,11.5762419,Cafe Aran,Fully Wheelchair Accessible,,Cafe,Mo-Sa 10:00-20:00,,,,
4928,48.1465211,11.570511,Cafe Arnold,Partially Wheelchair Accessible,,Cafe,"Mo-Th 06:00-14:00, Fr 06:00-14:00",,,,Coffee_Shop
10134,48.1866952,11.5626279,Cafe Bar Halligalli,Fully Wheelchair Accessible,,Pub,Mo-Fr 14:00-01:00,,,,
7217,48.1170262,11.5824573,Cafe Bistro Central,Fully Wheelchair Accessible,,Cafe,,,,,
4604,48.1283005,11.5576728,Cafe Bistro Pfundig,Partially Wheelchair Accessible,,Cafe,,,,,
8298,48.1197827,11.4918777,Cafe CappoSecco,Fully Wheelchair Accessible,,Cafe,,,,,Coffee_Shop
5817,48.1844352,11.5842809,Cafe Celeste,Partially Wheelchair Accessible,,Fast Food,Mo-Fr 06:00-14:00,,,,
8971,48.1679963,11.5265566,Cafe Dante 27,Fully Wheelchair Accessible,,Cafe,Mo-Su 09:00-18:00,,,,
5313,48.2048009,11.5722967,Cafe Eispalazzo,Partially Wheelchair Accessible,,Cafe,,,,,Ice_Cream
10874,48.1249334,11.5305206,Cafe Gans am Wasser,Partially Wheelchair Accessible,,Cafe,"Jun-Aug Mo-Sa 10:00-00:00, Jun-Aug Su,PH 10:00-22:00, Nov-Dec: 10:00-18:00, Dec 24 08:30-20:00, May,Sep Mo-Sa 10:00-22:00, May,Sep Su,PH 10:00-21:00, Jan-Feb:10:00-18:00, Apr,Oct: Mo-Sa 10:00-20:00, Apr,Oct: Su,PH 10:00-19:00, Mar: 10:00-19:00",,,https://www.gansamwasser.de/,
5716,48.1660885,11.5033131,Cafe Girandola,Fully Wheelchair Accessible,,Cafe,,,,,
5323,48.1348031,11.602599,Cafe Glückskind,Fully Wheelchair Accessible,,Cafe,09:00-19:00,,,https://cafe-glueckskind-muenchen.de/,Coffee_Shop
9545,48.1357407,11.540851,Cafe Gollier,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 08:00-18:30, Sa 09:00-18:30, Su 10:00-15:00",,,,"Coffee_Shop,Sandwich,Flammkuchen"
6365,48.1182564,11.5402576,Cafe Grass,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 08:30-18:00, Sa 08:30-17:00, Su 13:30-17:30",,,https://www.cafe-grass.de/,
9757,48.1491267,11.5750212,Cafe Katzentempel,Partially Wheelchair Accessible,,Cafe,"Mo-Th 11:00-19:00, Fr 12:00-21:00, Sa 09:00-21:00, Su,PH 09:00-20:00",,,,
1264,48.1429694,11.574757,Cafe Luitpold - Palmengarten,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 11:30-20:00, PH,Sa,Su 12:00-20:00",,,,"Regional,Coffee_Shop"
7467,48.1613918,11.5401226,Cafe Milch & Honig,Partially Wheelchair Accessible,,Cafe,Mo-Sa 08:00-17:00,,,,
2227,48.1538914,11.4183285,Cafe Reicherzer,Partially Wheelchair Accessible,,Cafe,"Tu-Fr 06:30-18:00, Sa 06:30-17:00, Su 08:00-17:00",,,https://backerei-konditorei-cafe-martin-reicherzer.business.site,
2070,48.1553907,11.5889639,Cafe Reitschule,Fully Wheelchair Accessible,"Rampe rechts am Gebäude zur Terrasse, von dort barrierfrei ins Restaurant. Rollstuhl-WC vorhanden.- ABER: Rolli-WC wird sehr oft als Lager genutzt und Rampe kann oben durch offene Türe beschränkt sein",Restaurant,"Mo-Sa 09:00-01:00, Su 09:00-19:00",,,http://www.cafe-reitschule.de/,
1096,48.1094063,11.5759824,Cafe Wetterstein,Partially Wheelchair Accessible,,Cafe,"Mo-Sa 08:00-18:00, Su,PH 10:00-18:00",,,https://cafewetterstein.wixsite.com/cafe-wetterstein/,
3028,48.1333368,11.5587729,Cafe am Beethoven Platz,Partially Wheelchair Accessible,,Cafe,Mo-Su 09:00-01:00,,,,
7114,48.1651731,11.5339863,Cafe am Dantepark,Partially Wheelchair Accessible,,Cafe,,,,,
4029,48.1004666,11.5447759,Cafe am Tierpark,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:00-23:00,,,http://www.cafe-am-tierpark.de,Pizza
7392,48.1384877,11.5707182,Cafe zur Mauth,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 07:00-20:30, Sa 08:00-20:30, Su 09:30-19:00",,,,
11348,48.188482,11.5494716,Cafeteria,Fully Wheelchair Accessible,,Cafe,,,,,
2459,48.1586265,11.5833379,Caffe Conte,Partially Wheelchair Accessible,"kein Rolli-WC, Schwelle <7cm",Cafe,Mo-Sa 08:00-18:00,,,,
6662,48.1484988,11.5652914,Caffee Bäckerei MÜLLER,Fully Wheelchair Accessible,Bei schönem Wetter ist Außenbereich ungehindert zugänglich,Cafe,"Mo-Fr 09:00-22:00, Sa,Su,PH 09:30-22:00",,,,
10063,48.1472178,11.5614673,Caffè Leone,Fully Wheelchair Accessible,,Cafe,"Tu-Fr 09:00-18:00, Sa 11:00-17:00, PH off",,,,
8923,48.1315744,11.5813749,Caffé Da Me,Partially Wheelchair Accessible,,Cafe,"Tu-Fr 09:30-20:30, Sa,Su 09:30-18:00, Mo off",,,http://www.caffedame.de,Italian
11969,48.1236985,11.6674249,Cafino,Fully Wheelchair Accessible,,Cafe,"Tu-We,Sa 10:00-18:00, Th-Fr 10:00-22:00, Mo,Su,PH off",,,,"Bistro,Coffee_Shop"
5135,48.1481785,11.5739884,Cafè Museum Brandhorst,Fully Wheelchair Accessible,,Cafe,"Tu,We,Fr-Su 10:00-18:00, Th 10:00-20:00",,,,
4850,48.1379485,11.5319343,Café AS,Partially Wheelchair Accessible,,Cafe,,,,,
1102,48.1443541,11.5441297,Café Arnulfpark,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 06:30-18:00, Sa 07:00-13:00",,,,
7044,48.1316166,11.5680299,Café Bar Loretta,Fully Wheelchair Accessible,,Cafe,"Mo-Th 08:00-01:00, Fr 08:00-03:00, Sa 09:00-03:00, Su 10:00-19:00",,,,
10315,48.1186637,11.5506402,Café Bar Pasticceria Paninoteca,Partially Wheelchair Accessible,,Cafe,Mo-Fr 06:00-15:00,,,,
3339,48.1397329,11.56678,Café Bistro Rendezvous,Fully Wheelchair Accessible,,Cafe,Mo-Sa 11:00-22:00,,,,
10901,48.1293214,11.5863166,Café Blá,Partially Wheelchair Accessible,,Cafe,"PH,Mo-Su 10:00-18:00",,,https://cafebla.de/,"Coffee_Shop,Scandinavian"
2478,48.1626543,11.5003151,Café Botanischer Garten,Partially Wheelchair Accessible,Mit dem Rollstuhl ist es etwas umständlich zu erreichen,Cafe,,,,https://botmuc.snsb.de/cafe/,
1794,48.1349462,11.5391844,Café Ca Va,Partially Wheelchair Accessible,Rampe vorhanden Rollstuhl WC vorhanden,Restaurant,"Mo-Th 00:00-01:00,11:00-24:00, Fr 00:00-02:00,11:00-24:00, Sa 00:00-02:00,10:00-24:00, Su 00:00-01:00,10:00-24:00",,,,"Italian,Mexican"
8087,48.1383202,11.5772737,Café Dallmayr,Fully Wheelchair Accessible,"im OG, per Lift erreichbar",Cafe,Mo-Sa 09:30-19:00,,,https://www.dallmayr.com/de/,International
885,48.1394643,11.5868064,Café Dukatz,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 07:30-19:00, Sa 08:00-19:00, Su 09:30-12:30",,,http://www.dukatz.de/,Coffee_Shop
11928,48.1304654,11.5836265,Café Exponat Deutsches Museum,Partially Wheelchair Accessible,,Cafe,Tu-Su 10:00-18:00,,,http://www.cafe-exponat.de/,
6246,48.1056668,11.566622,Café Fausto,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 11:00-19:00, Sa 10:00-19:00",,,,
6282,48.1123889,11.5038314,Café Fischer,Fully Wheelchair Accessible,,Cafe,,,,,
9429,48.1586245,11.5665855,Café Franca,Partially Wheelchair Accessible,,Cafe,We-Su 10:00-18:00,,,,"Coffee_Shop,Cake"
6078,48.1369223,11.5747676,Café Glockenspiel,Partially Wheelchair Accessible,Keine Rollstuhltoilette vorhanden.,Restaurant,"Mo-Th 10:00-24:00, Fr-Sa 09:00-01:00, Su,PH 10:00-19:00",,,,
9608,48.1477608,11.5731407,Café Gumbel,Fully Wheelchair Accessible,,Community_Centre,"Mo-Fr 06:30-22:00, Sa-Su 08:00-18:00",,,,Coffee_Shop
5753,48.1466488,11.5692657,Café HFF,Fully Wheelchair Accessible,,Cafe,,,,,
8528,48.1173412,11.5268459,Café Hanoi,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 09:00-20:00, Sa 10:00-18:00, Su 12:00-20:00",,,https://cafe-hanoi.jimdofree.com/,Asian
10228,48.2162651,11.5602445,Café Hasenbergl,Fully Wheelchair Accessible,,Cafe,,,,,
5569,48.1550129,11.5752127,Café Höflinger,Partially Wheelchair Accessible,kein Rolli-WC,Cafe,"Mo-Fr 06:30-18:30, Sa 06:30-14:00, PH,Su 08:00-14:00",,,,
2964,48.1549396,11.5062558,Café Hölzl,Fully Wheelchair Accessible,"Keine Stufe am Eingang, aber ein Rollstuhlgerechtes WC",Cafe,"Mo-Sa 08:30-18:00, Su 09:00-18:00",,,,
11676,48.1541752,11.5660431,Café Josefina,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 07:30-20:00, Sa-Su 09:00-20:00",,,https://cafe-josefina.de/,
8878,48.1000985,11.625771,Café Konditorei Tortenparadies,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 07:00-18:00, Sa-Su 08:00-18:00, PH 08:00-18:00",,,https://tortenparadies-muenchen.jimdofree.com/,
787,48.1424485,11.5599871,Café Kosmos,Partially Wheelchair Accessible,,Pub,"Mo-Fr 12:00-01:00, Sa-Su 18:00-03:00",,,http://www.cafe-kosmos.de,
3826,48.1293505,11.5336779,Café Kranhalle,Fully Wheelchair Accessible,"Voll zugänglich, barrierefreie Toilette muss vom Personal aufgesperrt werden. Es handelt sich bei der Location nicht um ein Café, sondern um einen Teil der anliegenden Veranstaltungs-Location Kranhalle.",Nightclub,,,,,
4283,48.1363235,11.5659415,Café Kranich,Fully Wheelchair Accessible,,Cafe,"Mo-Tu 10:00-24:00, Fr-Sa 10:00-02:00, Su 10:00-15:00",,,https://www.cafe-kranich.de,
9832,48.160067,11.5038174,Café Limulus,Partially Wheelchair Accessible,"Eingangstür zu schmal, Zufahrt durch Museumsfoyer, Biergarten über mehrere Stufen ohne Rampe. Rollstuhlgerechtes WC im Museum, vom Café zugänglich (ohne Eintritt).",Cafe,"Tu-Fr 10:00-17:00, Sa,Su,PH 10:00-18:00",,,,
4595,48.13159,11.5672913,Café Lozzi,Fully Wheelchair Accessible,,Restaurant,"Tu-Th 16:00-23:00,Fr-Sa 16:00-24:00,Su 10:00-18:00",,,,
10363,48.1775145,11.5794279,Café Ludwig,Fully Wheelchair Accessible,,Restaurant,"Tu-Fr 10:30-22:00, Sa-Su 10:00-18:00",,,https://www.cafe-ludwig.net/,
5186,48.1001807,11.5514956,Café Mühle,Fully Wheelchair Accessible,,Fast Food,,,,,
2967,48.1634327,11.5876091,Café Münchner Freiheit,Partially Wheelchair Accessible,"Innenraum: nur Erdgeschoss zugänglich. Sehr großer Außenbereich, o.w. zugänglich. Eisverkauf anfahrbar. Kein Rolli-WC.",Cafe,Mo-Su 07:00-21:00,,,,
13506,48.0967051,11.5158357,Café Netzwerk,Fully Wheelchair Accessible,,Community_Centre,,,,https://www.cafe-netzwerk.de/,
2738,48.1500819,11.5351326,Café Neuhauser,Partially Wheelchair Accessible,,Restaurant,Mo-Su 11:00-01:00,,,https://cafeneuhauser.de/,Italian
9152,48.1247642,11.5551705,Café Omo,Fully Wheelchair Accessible,,Restaurant,"Mo off, Tu-Th 17:30-22:00, PH,Su 17:30-21:00, Fr,Sa 17:30-23:00",,,https://www.cafe-omo.de,Ethiopian
3626,48.1374744,11.5756568,Café Remer,Fully Wheelchair Accessible,,Cafe,Tu-Sa 10:00-18:00,,,,
11240,48.1714559,11.5737581,Café Scheidplatz,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 09:00-17:00, We 09:00-22:00, Sa off, Su,PH 10:00-18:00",,,http://www.cafe-scheidplatz.de/,
635,48.1124936,11.7050802,Café Seidl's,Partially Wheelchair Accessible,,Cafe,,,,,
1148,48.1983431,11.5347325,Café Soleil,Fully Wheelchair Accessible,,Bar,Mo-Su 10:00-22:00,,,,
11443,48.1238732,11.5937108,Café Spatzennest,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 09:00-18:00, Th 09:00-23:00",,,https://www.cafespatzennest.de/,
13725,48.1131533,11.576164,Café Violin,Fully Wheelchair Accessible,,Cafe,"Tu-Fr 07:30-18:00, Sa 08:45-18:00, Su 08:45-17:00",,,,
7513,48.1277377,11.5926988,Café Viva Clara im Amt für Wohnen und Migration,Fully Wheelchair Accessible,,Cafe,,,,,
6075,48.1321809,11.5392537,Café Westend,Partially Wheelchair Accessible,,Restaurant,Mo-Su 09:00-01:00,,,https://www.cafe-westend.com/,
10981,48.0937008,11.5345459,Café Woerner's,Fully Wheelchair Accessible,,Cafe,"Mo-Fr 09:00-18:00, PH,Sa,Su 08:00-18:00",,,https://woerners.de/koppstra%c3%9fe-19.html,
459,48.1295684,11.5994249,Café im Hinterhof,Partially Wheelchair Accessible,,Cafe,"Mo-Sa 08:30-20:00, Su 09:00-20:00",,,https://hinterhofcafe.jimdofree.com/,German
11078,48.137164,11.5744181,Café überm Marienplatz,Fully Wheelchair Accessible,,Cafe,Mo-Sa 09:00-22:00,,,,
10846,48.142829,11.560334,California Bean,Fully Wheelchair Accessible,,Cafe,"Mo-Tu, Th-Sa 06:30-18:00, Su, We 06:30-15:00",,,https://www.california-bean.de/,"American,Coffee_Shop"
2546,48.1523701,11.5558368,Call-a-Pizza,Partially Wheelchair Accessible,,Fast Food,Mo-Su 10:30-22:30,,,,Pizza
11919,48.1395863,11.5179192,Callshop-Center Internet Auni,Fully Wheelchair Accessible,,Internet_Cafe,"Mo-Fr 11:00-20:30, Sa-Su 11:00-18:00",,,,
2605,48.1633728,11.5747298,Calzone Pizza,Partially Wheelchair Accessible,kein Rolli-WC,Fast Food,"Mo-Fr 11:00-14:00, 17:00-23:00, Sa 17:00-23:00, Su 11:00-23:00",,,https://www.calzonepizza-muenchen.de/,Pizza
277,48.1494922,11.5616482,Campanula,Partially Wheelchair Accessible,,Cafe,"Tu-Fr 12:00-14:30,18:00-23:00, Sa,Su 18:00-23:00",,,,
878,48.1395292,11.5876021,Canapê,Partially Wheelchair Accessible,,Fast Food,,,,,
226,48.1510867,11.4609367,Cantina,Fully Wheelchair Accessible,,Pub,"Su-We 10:00-23:30, Th-Sa 10:00-01:00",,,,
2621,48.1570593,11.5848953,Cantina Mexicana Don Luca,Partially Wheelchair Accessible,,Restaurant,"Mo-Th 17:00-00:00, Fr-Sa 17:00-03:00",,,,Mexican
2400,48.1589135,11.574692,Capri,Partially Wheelchair Accessible,toilet not accessible,Bar,Mo-Sa 18:00-01:00,,,,Italian
352,48.2071109,11.5630091,Caracciolastüberl,Partially Wheelchair Accessible,,Pub,"Mo 10:00-00:00, Tu-Sa 10:00-01:00, Su 11:00-23:00",,,,
7548,48.1294773,11.5697193,Caritas Alten- und Servicezentrum,Fully Wheelchair Accessible,,Social_Facility,"Mo,Tu 9:00-16:00, We,Th 9:00-17:00, Fr 9:00-13:00",,,https://www.asz-isarvorstadt.de/,
5996,48.1158013,11.5699277,Caritas Altenheim St. Franziskus,Fully Wheelchair Accessible,,Social_Facility,,,,https://www.caritas-altenheim-st-franziskus-muenchen.de/de,
11599,48.1195585,11.5182008,Caritas-Zentrum,Fully Wheelchair Accessible,,Community_Centre,,,,,
5891,48.1732586,11.6362304,Caruso,Fully Wheelchair Accessible,,Restaurant,"Th-Tu 11:30-14:30,18:00-23:00, We off",,,,Italian
234,48.149789,11.5597523,Casa Nostra,Partially Wheelchair Accessible,,Restaurant,,,,https://www.casa-nostra-monaco.de/,Italian
7922,48.1343563,11.5733809,Casalingo,Partially Wheelchair Accessible,,Cafe,"Mo-Sa 11:00-22:00, Su,PH OFF",,,,Italian
1332,48.1508578,11.6196598,Cedar Lounge,Partially Wheelchair Accessible,,Restaurant,"Fr,Sa 12:00-23:59, Su 16:00-23:59",,,,Lebanese
3023,48.2140281,11.5400535,Cellino Cafè,Fully Wheelchair Accessible,,Bar,,,,,
1397,48.1685678,11.6347935,Centaurus Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 09:00-18:30, Sa 08:30-13:00",,,,
1680,48.1264353,11.629997,Central Hotel-Apart,Fully Wheelchair Accessible,,,,Hotel,,,
6432,48.1244291,11.6650522,CentrospOrth - Markus Olivier,Fully Wheelchair Accessible,,Doctors,,,,,
1663,48.131496,11.5892503,Chandani Chowk,Partially Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-14:30, Mo-Su 17:30-23:00",,,,Indian
9155,48.0717659,11.519047,Chang Bistro & Catering,Fully Wheelchair Accessible,,Bar,"Mo-Fr 11:30-15:00,18:00-23:00, Sa 17:30-23:00, Su off",,,,
10385,48.1382006,11.5743691,Chang City,Fully Wheelchair Accessible,,Restaurant,Mo-Sa 11:30-24:00,,,https://chang-restaurant.de/,Asian
5052,48.1203448,11.5705199,Charlie,Partially Wheelchair Accessible,Toiletten nicht Barrierefrei da im Keller,Restaurant,"Mo-Sa 18:00-01:00, Su 17:00-23:00",,,https://www.charl.ie/,
13283,48.1334565,11.5838779,Chat Junction,Fully Wheelchair Accessible,,Fast Food,"Mo-Sa 11:00-20:00, Su 14:30-20:00",,,,Indian
7479,48.121552,11.6704157,Che Follia,Fully Wheelchair Accessible,,Cafe,"Tu-Fr 08:00-19:00, Sa 08:00-18:00, Su 09:00-16:00",,,https://www.che-follia.de/,Italian
11074,48.150715,11.5435999,Chiang Shing,Partially Wheelchair Accessible,,Restaurant,"PH,Mo-Su 11:30-23:30",,,https://chiangshing.business.site/,Asian
2620,48.1569555,11.5848497,Chico's Cocktailbar,Partially Wheelchair Accessible,kein Rolli-WC,Bar,"Su-Th 17:00-01:00, Fr-Sa 17:00-03:00",,,,
384,48.1083066,11.6033663,Chiemgau Apotheke,Fully Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-12:30",,,,
10751,48.139917,11.5670001,Chirurgische Praxisklinik am Stachus,Fully Wheelchair Accessible,,Doctors,,,,https://chirurgie-am-stachus.de/,
11439,48.1239658,11.5671346,ChocoLab,Fully Wheelchair Accessible,,Cafe,"Mo-Su,PH 09:00-20:00",,,https://www.chocolab.eu/,
8725,48.1358154,11.5758227,Chocolaterie Beluga,Fully Wheelchair Accessible,,Cafe,"Mo-Sa 10:00-21:00, Su,PH 12:00-20:00",,,https://chocolateriebeluga.de,
564,48.1321263,11.5981203,Chocolatte,Partially Wheelchair Accessible,,Cafe,"Mo-Sa 07:00-18:00, Su,PH 08:00-18:00",,,,
9917,48.1442245,11.5803045,Chopin,Fully Wheelchair Accessible,,,,Artwork,,,
12038,48.1356235,11.5373705,Christian Pixis,Partially Wheelchair Accessible,,,"Tu-Fr 14:00-18:00, Sa 11:00-14:00",Gallery,,,
11294,48.1433769,11.5859482,Christophorus,Fully Wheelchair Accessible,,,,Artwork,,,
13177,48.1008717,11.6441139,Ciao Bella,Fully Wheelchair Accessible,,Fast Food,,,,,Pizza
5350,48.1277933,11.5677243,Ciao Chang,Partially Wheelchair Accessible,,Restaurant,Tu-Su 17:30-22:30,,,http://ciaochang.com,"Japanese,Asian"
10091,48.170682,11.5679886,Ciao Francesco,Fully Wheelchair Accessible,"Lift, gute Rampen, genügend Platz und guter Service",Restaurant,"""Veranstaltungslokal des Bamberger Hauses ohne fest Öffnungszeiten""",,,https://www.bambergerhaus.com/,Italian
12889,48.1280532,11.6192684,Ciao Napoli,Fully Wheelchair Accessible,,Restaurant,"We-Sa 17:00-22:00, Su 17:00-21:30",,,https://ciao-napoli.business.site/,Pizza
13654,48.1128532,11.5815143,Cinar 24,Fully Wheelchair Accessible,,Restaurant,Mo-Su 14:00-01:00,,,,Mediterranean
10170,48.0915206,11.5942909,Cincinnati,Fully Wheelchair Accessible,Stellplätze unbegrenzt,Cinema,,,,,
12490,48.2091393,11.5550724,Cinema Augustinum,Fully Wheelchair Accessible,,Cinema,,,,,
318,48.1341613,11.5821754,CinemaxX,Fully Wheelchair Accessible,,Cinema,"Mo-Fr 13:30-22:30, PH,Sa,Su 11:30-23:30",,,https://www.cinemaxx.de/,
11757,48.1118307,11.7085152,Cini Caffè,Fully Wheelchair Accessible,,Ice_Cream,Mo-Su 10:00-22:00,,,,
7389,48.0822861,11.5040852,Cintex,Fully Wheelchair Accessible,,Post Office,"Mo-Fr 09:00-18:00, Sa 09:00-12:30",,,,
4501,48.1447927,11.5419891,Citadines Arnulfpark,Fully Wheelchair Accessible,,,,Hotel,,https://www.discoverasr.com/de/citadines#,
6276,48.1362114,11.5644228,City Aparthotel,Fully Wheelchair Accessible,Rezeption und Toiletten erreichbar,,,Hotel,,https://www.city-aparthotel.de/,
2193,48.1369083,11.5633306,City Kino,Partially Wheelchair Accessible,"Kino 1+3 stufenlos, Kino 2 nicht zugänglich - WC eng",Cinema,,,,https://www.city-kinos.de/,
9045,48.1383199,11.5656473,City Lounge,Partially Wheelchair Accessible,,Restaurant,"Mo-Sa 09:00-05:00, Su 10:00-01:00",,,https://www.citylounge-muenchen.de/contact,
18,48.1371836,11.5718809,City Parkhaus,Fully Wheelchair Accessible,"Nur Parkebenen ohne ""A""",Parking,24/7,,,,
5663,48.1845732,11.5842997,City Pizza,Partially Wheelchair Accessible,kein Rolli-WC,Fast Food,"Mo-Su,PH 10:00-23:00",,,,Pizza
168,48.1380825,11.5612128,City-Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 09:00-19:00, Sa 09:00-14:00",,,,
8489,48.144881,11.561327,CityHome Ferienwohnungen,Partially Wheelchair Accessible,,,,Apartment,,,
7085,48.13387,11.5654089,Cleemann-Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Th 08:00-19:30, Fr 08:00-19:00",,,https://www.cleemann-apotheke.de,
10852,48.1135111,11.4778314,Co Do Bistro,Fully Wheelchair Accessible,,Restaurant,"Mo-Sa 11:00-15:30,17:00-21:00",,,,Asian
1727,48.1317604,11.5986748,Co Thao Restaurant,Fully Wheelchair Accessible,,Restaurant,,,,https://www.cothaorestaurant.de/,Asian
2551,48.1516632,11.5738643,CoCo Fresh Tea & Juice,Partially Wheelchair Accessible,,Cafe,"Mo-Th 11:00-01:00, Fr 11:00-02:00, Sa 17:00-02:00, Su 17:00-00:00",,,,Bubble_Tea
3048,48.1833489,11.5352973,Cocos,Fully Wheelchair Accessible,,Fast Food,,,,,Asian
5582,48.1538275,11.5849149,Coffee Break,Fully Wheelchair Accessible,"kleines Geschäft, kein WC",Cafe,"Mo-Fr 08:00-18:00, Sa 08:00-14:00",,,,
1760,48.1369668,11.5376216,Coffee Dream,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 07:00-18:00, Sa 09:00-18:00",,,,Turkish
1483,48.1601028,11.5860831,Coffee Fellows,Partially Wheelchair Accessible,Stufe.- Hinweis: Straßenbereich gut erreichbar,Cafe,"Mo-Th 07:00-22:00, Fr 07:00-23:00, Sa 08:00-23:00, Su 08:00-22:00",,,http://www.coffee-fellows.de/,Coffee_Shop
13203,48.1018525,11.6453814,Coffreez,Fully Wheelchair Accessible,,Cafe,,,,,Coffee_Shop
132,48.0995806,11.5276476,Commerzbank,Fully Wheelchair Accessible,,Bank,"Mo-Fr 09:00-13:00, Mo,We 14:00-16:00, Tu,Th 14:00-18:00, Sa 09:00-14:00",,Fully Wheelchair Accessible,,
7757,48.1194082,11.5512137,Condesa,Partially Wheelchair Accessible,,Restaurant,"Tu-Fr 11:00-22:00, Sa 12:00-22:00",,,http://www.condesa-gourmet-tacos.de,"Italian,Mexican"
2611,48.1540426,11.5538023,Conditorei Café Stemerowitz,Partially Wheelchair Accessible,,Cafe,"Mo-Fr 06:00-19:30, Sa 06:00-19:00, Su,PH 07:00-19:00",,,https://www.stemerowitz.de,
6086,48.1382957,11.5609123,Conrad-Hotel,Partially Wheelchair Accessible,,,,Hotel,,,
13077,48.0997989,11.6323131,Conradia,Fully Wheelchair Accessible,,Clinic,,,,,
4456,48.143073,11.5700183,Conti Restaurant,Partially Wheelchair Accessible,,Restaurant,"Mo-Fr 10:00-01:00, Sa 17:00-01:00",,,,International
2959,48.137609,11.5817163,Conviva im Blauen Haus,Fully Wheelchair Accessible,Rollstuhl-WC im 1. OG mit Lift zugänglich,Restaurant,"Mo-Sa 11:00-01:00, Su 17:00-01:00",,,https://www.conviva-muenchen.de/,"German,Bavarian,Austrian"
2196,48.1000419,11.527926,Cooking Yu Restaurant,Partially Wheelchair Accessible,,Restaurant,"Mo-Su 11:30-14:30, 17:30-22:30",,,,Chinese
10702,48.1778923,11.556012,Cooper's,Fully Wheelchair Accessible,,Cafe,"Mo-Sa 07:30-19:00, Su 09:00-19:00",,,https://www.feinkost-kaefer.de/bmwwelt,
7579,48.1290384,11.5719354,Cordobar,Fully Wheelchair Accessible,,Restaurant,,,,https://www.cordo-bar.de/,Tapas
1405,48.1550227,11.6303317,Cosima-Apotheke,Partially Wheelchair Accessible,,Pharmacy,"Mo-Fr 08:30-18:30, Sa 08:30-13:00",,,,
9765,48.1744474,11.5487637,Coubertin Club,Fully Wheelchair Accessible,,Restaurant,,,,https://b2b.olympiapark.de/de/location/coubertin-club,
12419,48.1494868,11.5468157,Coucou Food Market,Partially Wheelchair Accessible,,Fast Food,"Mo-Fr 07:00-18:00, Sa 08:00-18:00, PH,Su 09:00-18:00",,,https://coucou-food.de,"Pizza,Italian,French,Kebab,Coffee_Shop,Salad"
4175,48.1577357,11.5112052,Crema Gelato,Partially Wheelchair Accessible,,Ice_Cream,,,,,
3271,48.116102,11.5246938,Cremagelato,Fully Wheelchair Accessible,,Cafe,,,,,Ice_Cream
3241,48.1375475,11.5591712,Cristal,Partially Wheelchair Accessible,,,,Hotel,,,
1268,48.2137251,11.5289344,Croatia Grill,Fully Wheelchair Accessible,,Restaurant,,,,,Croatian
